date,effort_catch
2045-01-31,193.58336
2045-02-28,229.39319
2045-03-31,293.38968
2045-04-30,290.6864
2045-05-31,286.91748
2045-06-30,264.12155
2045-07-31,241.88356
2045-08-31,243.18329
2045-09-30,247.7444
2045-10-31,256.41925
2045-11-30,221.36237
2045-12-31,179.25272
2046-01-31,211.44571
2046-02-28,343.5767
2046-03-31,351.7262
2046-04-30,344.80893
2046-05-31,304.44467
2046-06-30,262.05368
2046-07-31,239.84256
2046-08-31,247.3662
2046-09-30,261.70502
2046-10-31,262.4102
2046-11-30,234.82303
2046-12-31,177.03912
2047-01-31,233.11458
2047-02-28,326.17233
2047-03-31,368.94968
2047-04-30,353.18716
2047-05-31,338.9494
2047-06-30,282.85745
2047-07-31,240.61858
2047-08-31,235.55258
2047-09-30,250.18497
2047-10-31,264.6443
2047-11-30,242.96068
2047-12-31,204.1824
2048-01-31,226.32396
2048-02-29,341.35806
2048-03-31,350.398
2048-04-30,319.49484
2048-05-31,291.22714
2048-06-30,253.63118
2048-07-31,235.63551
2048-08-31,247.66263
2048-09-30,280.27295
2048-10-31,286.62225
2048-11-30,222.92004
2048-12-31,157.46158
2049-01-31,235.62775
2049-02-28,282.62347
2049-03-31,322.5477
2049-04-30,334.16507
2049-05-31,286.82047
2049-06-30,254.44083
2049-07-31,245.01688
2049-08-31,254.10094
2049-09-30,278.57935
2049-10-31,288.42255
2049-11-30,231.50626
2049-12-31,126.42311
2050-01-31,168.64532
2050-02-28,264.314
2050-03-31,323.98575
2050-04-30,319.38684
2050-05-31,277.58652
2050-06-30,256.0804
2050-07-31,241.15775
2050-08-31,254.20128
2050-09-30,259.16534
2050-10-31,267.99448
2050-11-30,236.2831
2050-12-31,181.32503
2051-01-31,242.80928
2051-02-28,272.44885
2051-03-31,287.4481
2051-04-30,284.56927
2051-05-31,272.18503
2051-06-30,251.13039
2051-07-31,238.79141
2051-08-31,256.2348
2051-09-30,308.62442
2051-10-31,294.0017
2051-11-30,234.03151
2051-12-31,152.99461
2052-01-31,194.74611
2052-02-29,311.2123
2052-03-31,308.56113
2052-04-30,278.57736
2052-05-31,271.73975
2052-06-30,251.27759
2052-07-31,238.80594
2052-08-31,256.76862
2052-09-30,302.31866
2052-10-31,297.44867
2052-11-30,244.61949
2052-12-31,173.8303
2053-01-31,173.04262
2053-02-28,276.52914
2053-03-31,293.6443
2053-04-30,292.65158
2053-05-31,274.58533
2053-06-30,249.44588
2053-07-31,242.9274
2053-08-31,255.53975
2053-09-30,289.10306
2053-10-31,295.96384
2053-11-30,241.51332
2053-12-31,182.70418
2054-01-31,192.58435
2054-02-28,286.868
2054-03-31,303.63834
2054-04-30,275.07285
2054-05-31,253.45648
2054-06-30,242.06723
2054-07-31,244.15054
2054-08-31,266.2061
2054-09-30,305.81302
2054-10-31,318.6242
2054-11-30,284.68115
2054-12-31,191.90895
2055-01-31,212.11507
2055-02-28,251.73508
2055-03-31,282.0856
2055-04-30,274.80457
2055-05-31,261.29196
2055-06-30,250.12654
2055-07-31,251.02174
2055-08-31,283.14725
2055-09-30,317.3613
2055-10-31,303.207
2055-11-30,272.6424
2055-12-31,194.46582
2056-01-31,189.89038
2056-02-29,288.55356
2056-03-31,316.4744
2056-04-30,289.84454
2056-05-31,269.18198
2056-06-30,250.0107
2056-07-31,237.43495
2056-08-31,261.07672
2056-09-30,288.5933
2056-10-31,305.13925
2056-11-30,252.2908
2056-12-31,185.43987
2057-01-31,219.03925
2057-02-28,291.18164
2057-03-31,302.02933
2057-04-30,302.2401
2057-05-31,272.41745
2057-06-30,246.33543
2057-07-31,237.83861
2057-08-31,253.29701
2057-09-30,298.2248
2057-10-31,313.521
2057-11-30,259.28284
2057-12-31,199.79599
2058-01-31,205.5327
2058-02-28,299.79086
2058-03-31,327.13794
2058-04-30,303.84976
2058-05-31,273.42618
2058-06-30,249.05835
2058-07-31,239.17577
2058-08-31,250.75345
2058-09-30,300.01907
2058-10-31,301.36526
2058-11-30,268.65442
2058-12-31,168.75034
2059-01-31,196.88219
2059-02-28,290.4754
2059-03-31,331.14127
2059-04-30,335.9797
2059-05-31,283.7926
2059-06-30,253.20076
2059-07-31,242.31729
2059-08-31,265.6652
2059-09-30,273.75845
2059-10-31,280.61008
2059-11-30,237.90285
2059-12-31,153.46884
2060-01-31,156.5634
2060-02-29,257.33356
2060-03-31,304.50433
2060-04-30,302.79053
2060-05-31,263.97433
2060-06-30,247.31085
2060-07-31,245.09923
2060-08-31,270.70078
2060-09-30,310.6048
2060-10-31,309.58096
2060-11-30,278.9978
2060-12-31,177.18556
2061-01-31,222.247
2061-02-28,270.75607
2061-03-31,291.91647
2061-04-30,282.6203
2061-05-31,262.76733
2061-06-30,246.15462
2061-07-31,243.75124
2061-08-31,274.6295
2061-09-30,317.622
2061-10-31,345.4053
2061-11-30,261.6938
2061-12-31,148.41675
2062-01-31,175.88638
2062-02-28,273.21738
2062-03-31,308.48312
2062-04-30,284.93304
2062-05-31,267.62405
2062-06-30,253.13493
2062-07-31,247.18054
2062-08-31,266.0637
2062-09-30,299.8461
2062-10-31,310.21594
2062-11-30,267.47644
2062-12-31,176.18066
2063-01-31,214.43254
2063-02-28,286.30615
2063-03-31,288.96994
2063-04-30,277.87894
2063-05-31,269.37668
2063-06-30,246.5703
2063-07-31,235.4266
2063-08-31,262.19205
2063-09-30,308.5371
2063-10-31,322.2724
2063-11-30,292.7399
2063-12-31,201.2264
2064-01-31,214.87347
2064-02-29,278.21594
2064-03-31,316.36548
2064-04-30,299.59207
2064-05-31,262.61182
2064-06-30,242.38908
2064-07-31,247.46294
2064-08-31,285.20898
2064-09-30,338.9027
2064-10-31,351.36414
2064-11-30,286.1148
2064-12-31,173.07777
2065-01-31,179.67302
2065-02-28,231.6392
2065-03-31,271.70792
2065-04-30,283.36304
2065-05-31,259.86957
2065-06-30,249.88947
2065-07-31,245.88487
2065-08-31,271.50305
2065-09-30,302.28915
2065-10-31,332.03326
2065-11-30,268.4206
2065-12-31,174.94751
2066-01-31,174.67867
2066-02-28,240.62859
2066-03-31,286.23657
2066-04-30,283.80533
2066-05-31,268.139
2066-06-30,240.18814
2066-07-31,247.22145
2066-08-31,272.54794
2066-09-30,331.7365
2066-10-31,326.00446
2066-11-30,276.8557
2066-12-31,195.4919
2067-01-31,208.82584
2067-02-28,261.25443
2067-03-31,337.20908
2067-04-30,318.6023
2067-05-31,274.57004
2067-06-30,249.43346
2067-07-31,238.27017
2067-08-31,249.51909
2067-09-30,287.38388
2067-10-31,312.5427
2067-11-30,292.7531
2067-12-31,219.18379
2068-01-31,201.35869
2068-02-29,275.0106
2068-03-31,296.28912
2068-04-30,282.68564
2068-05-31,253.65747
2068-06-30,239.40666
2068-07-31,243.43579
2068-08-31,266.84357
2068-09-30,312.94052
2068-10-31,340.014
2068-11-30,288.13336
2068-12-31,200.50772
2069-01-31,198.42044
2069-02-28,260.83844
2069-03-31,293.61374
2069-04-30,290.29938
2069-05-31,261.53436
2069-06-30,245.6798
2069-07-31,248.58672
2069-08-31,274.35916
2069-09-30,322.6998
2069-10-31,359.0432
2069-11-30,307.6652
2069-12-31,215.03448
2070-01-31,201.6341
2070-02-28,246.27823
2070-03-31,284.81143
2070-04-30,274.0769
2070-05-31,249.46057
2070-06-30,239.29155
2070-07-31,243.30624
2070-08-31,270.15042
2070-09-30,324.32175
2070-10-31,356.1641
2070-11-30,293.99155
2070-12-31,186.97485
2071-01-31,190.94276
2071-02-28,257.2635
2071-03-31,303.8351
2071-04-30,299.41998
2071-05-31,276.14914
2071-06-30,250.63928
2071-07-31,240.39032
2071-08-31,271.83078
2071-09-30,309.21515
2071-10-31,321.34024
2071-11-30,273.6955
2071-12-31,193.12115
2072-01-31,202.10284
2072-02-29,262.63763
2072-03-31,310.54865
2072-04-30,297.7297
2072-05-31,269.2513
2072-06-30,246.44678
2072-07-31,240.0841
2072-08-31,260.72766
2072-09-30,294.97406
2072-10-31,326.23502
2072-11-30,274.90866
2072-12-31,214.39568
2073-01-31,213.84167
2073-02-28,280.19525
2073-03-31,330.3606
2073-04-30,307.5365
2073-05-31,278.8279
2073-06-30,245.52701
2073-07-31,230.9555
2073-08-31,258.71777
2073-09-30,309.84555
2073-10-31,336.76727
2073-11-30,272.96094
2073-12-31,203.23422
2074-01-31,201.15775
2074-02-28,276.02094
2074-03-31,315.1915
2074-04-30,277.82736
2074-05-31,261.77963
2074-06-30,249.68753
2074-07-31,233.99341
2074-08-31,258.1535
2074-09-30,308.71115
2074-10-31,329.78925
2074-11-30,286.139
2074-12-31,197.45131
2075-01-31,204.37547
2075-02-28,279.2153
2075-03-31,309.8037
2075-04-30,306.19333
2075-05-31,260.78818
2075-06-30,244.3469
2075-07-31,245.55594
2075-08-31,266.4077
2075-09-30,298.7868
2075-10-31,314.253
2075-11-30,269.15585
2075-12-31,189.94833
2076-01-31,177.22981
2076-02-29,257.82666
2076-03-31,310.07556
2076-04-30,293.80777
2076-05-31,266.13092
2076-06-30,243.39941
2076-07-31,238.70555
2076-08-31,266.41418
2076-09-30,294.1925
2076-10-31,333.35666
2076-11-30,276.98062
2076-12-31,219.24336
2077-01-31,209.34631
2077-02-28,276.6905
2077-03-31,305.3829
2077-04-30,311.2004
2077-05-31,264.44025
2077-06-30,243.2797
2077-07-31,235.6856
2077-08-31,252.70479
2077-09-30,307.31393
2077-10-31,333.79587
2077-11-30,279.212
2077-12-31,213.37663
2078-01-31,221.79872
2078-02-28,266.01578
2078-03-31,294.50336
2078-04-30,277.64426
2078-05-31,248.82806
2078-06-30,237.64879
2078-07-31,242.0225
2078-08-31,291.10883
2078-09-30,332.26782
2078-10-31,377.4711
2078-11-30,322.88266
2078-12-31,195.87782
2079-01-31,216.53069
2079-02-28,256.85162
2079-03-31,296.26498
2079-04-30,288.47476
2079-05-31,262.35068
2079-06-30,241.97891
2079-07-31,234.46915
2079-08-31,260.8943
2079-09-30,310.7078
2079-10-31,331.83032
2079-11-30,294.645
2079-12-31,207.68834
2080-01-31,202.9349
2080-02-29,266.9785
2080-03-31,292.31522
2080-04-30,283.10385
2080-05-31,259.49048
2080-06-30,244.91666
2080-07-31,232.54286
2080-08-31,253.58775
2080-09-30,310.5075
2080-10-31,328.36856
2080-11-30,302.54654
2080-12-31,215.65546
2081-01-31,209.65915
2081-02-28,264.3024
2081-03-31,274.79865
2081-04-30,264.39633
2081-05-31,255.84344
2081-06-30,238.84862
2081-07-31,241.45316
2081-08-31,274.6282
2081-09-30,333.5131
2081-10-31,388.13074
2081-11-30,323.28296
2081-12-31,229.85605
2082-01-31,216.54552
2082-02-28,281.8354
2082-03-31,302.7791
2082-04-30,288.64047
2082-05-31,260.65906
2082-06-30,242.77612
2082-07-31,250.6886
2082-08-31,280.93866
2082-09-30,330.8439
2082-10-31,351.7744
2082-11-30,307.72723
2082-12-31,218.51883
2083-01-31,193.57799
2083-02-28,245.55843
2083-03-31,259.00403
2083-04-30,267.172
2083-05-31,258.40662
2083-06-30,240.28726
2083-07-31,240.71448
2083-08-31,253.09818
2083-09-30,312.3682
2083-10-31,350.74075
2083-11-30,304.7163
2083-12-31,234.67818
2084-01-31,216.50398
2084-02-29,243.11313
2084-03-31,294.69345
2084-04-30,292.3022
2084-05-31,268.99115
2084-06-30,241.74365
2084-07-31,236.18976
2084-08-31,267.89786
2084-09-30,321.69373
2084-10-31,351.7592
2084-11-30,296.44418
2084-12-31,217.16422
2085-01-31,215.94403
2085-02-28,246.37051
2085-03-31,269.88605
2085-04-30,274.16644
2085-05-31,247.83482
2085-06-30,240.17223
2085-07-31,237.83276
2085-08-31,271.54858
2085-09-30,330.16153
2085-10-31,374.054
2085-11-30,315.18372
2085-12-31,219.92879
2086-01-31,209.8543
2086-02-28,261.31247
2086-03-31,294.90057
2086-04-30,279.3176
2086-05-31,252.60603
2086-06-30,239.56941
2086-07-31,240.19716
2086-08-31,285.19885
2086-09-30,341.40247
2086-10-31,379.44052
2086-11-30,331.0879
2086-12-31,239.10913
2087-01-31,223.05348
2087-02-28,253.74448
2087-03-31,290.72046
2087-04-30,260.6729
2087-05-31,244.38759
2087-06-30,233.4964
2087-07-31,236.05177
2087-08-31,270.05774
2087-09-30,318.77005
2087-10-31,354.56216
2087-11-30,314.07208
2087-12-31,250.70428
2088-01-31,225.53616
2088-02-29,247.99187
2088-03-31,276.82535
2088-04-30,263.48306
2088-05-31,242.45682
2088-06-30,236.94438
2088-07-31,241.91418
2088-08-31,278.52994
2088-09-30,339.08008
2088-10-31,369.66418
2088-11-30,321.6158
2088-12-31,236.74622
2089-01-31,223.13219
2089-02-28,276.35815
2089-03-31,328.56143
2089-04-30,317.02927
2089-05-31,256.94263
2089-06-30,241.80069
2089-07-31,246.15912
2089-08-31,295.83234
2089-09-30,358.88217
2089-10-31,393.43262
2089-11-30,363.82758
2089-12-31,244.79845
2090-01-31,183.7669
2090-02-28,232.0973
2090-03-31,290.55127
2090-04-30,274.7376
2090-05-31,249.4866
2090-06-30,243.75844
2090-07-31,258.44385
2090-08-31,290.9565
2090-09-30,349.3488
2090-10-31,375.43674
2090-11-30,352.80154
2090-12-31,250.49779
2091-01-31,212.97342
2091-02-28,242.55136
2091-03-31,263.09598
2091-04-30,266.60373
2091-05-31,250.85649
2091-06-30,238.2129
2091-07-31,254.1194
2091-08-31,303.20483
2091-09-30,359.02167
2091-10-31,392.91138
2091-11-30,330.64752
2091-12-31,198.50691
2092-01-31,208.30887
2092-02-29,252.75348
2092-03-31,297.11673
2092-04-30,272.12283
2092-05-31,250.65161
2092-06-30,239.5248
2092-07-31,242.1929
2092-08-31,283.92886
2092-09-30,346.10724
2092-10-31,380.26157
2092-11-30,331.29404
2092-12-31,224.35033
2093-01-31,209.54262
2093-02-28,263.21304
2093-03-31,301.3141
2093-04-30,271.7821
2093-05-31,249.57407
2093-06-30,242.88835
2093-07-31,257.91174
2093-08-31,297.76117
2093-09-30,341.37146
2093-10-31,358.86026
2093-11-30,318.9703
2093-12-31,209.27353
2094-01-31,207.84247
2094-02-28,246.26434
2094-03-31,313.33154
2094-04-30,286.26947
2094-05-31,264.15244
2094-06-30,240.26476
2094-07-31,236.57503
2094-08-31,275.71948
2094-09-30,331.1646
2094-10-31,384.7393
2094-11-30,339.2745
2094-12-31,225.98587
2095-01-31,218.96117
2095-02-28,254.34694
2095-03-31,286.78503
2095-04-30,263.43942
2095-05-31,251.38625
2095-06-30,236.4797
2095-07-31,240.35939
2095-08-31,300.12927
2095-09-30,335.39374
2095-10-31,390.5482
2095-11-30,335.16046
2095-12-31,231.12914
2096-01-31,217.49788
2096-02-29,276.72574
2096-03-31,289.52585
2096-04-30,269.59824
2096-05-31,246.74252
2096-06-30,242.3237
2096-07-31,270.71002
2096-08-31,300.23682
2096-09-30,331.21936
2096-10-31,389.86636
2096-11-30,341.56107
2096-12-31,226.2252
2097-01-31,198.31172
2097-02-28,247.43738
2097-03-31,276.16034
2097-04-30,269.461
2097-05-31,251.94571
2097-06-30,238.01266
2097-07-31,249.35225
2097-08-31,281.98022
2097-09-30,316.94385
2097-10-31,362.78928
2097-11-30,341.76996
2097-12-31,255.67107
2098-01-31,225.10239
2098-02-28,258.07843
2098-03-31,281.34512
2098-04-30,260.54565
2098-05-31,243.67465
2098-06-30,239.08723
2098-07-31,248.16951
2098-08-31,302.6401
2098-09-30,356.40656
2098-10-31,406.4258
2098-11-30,356.64713
2098-12-31,243.19936
2099-01-31,224.31256
2099-02-28,293.76105
2099-03-31,346.49493
2099-04-30,321.84866
2099-05-31,269.0246
2099-06-30,239.08841
2099-07-31,244.08653
2099-08-31,280.44385
2099-09-30,343.27103
2099-10-31,393.5788
2099-11-30,361.56192
2099-12-31,254.3154
2100-01-31,223.04942
2100-02-28,249.85681
2100-03-31,264.83594
2100-04-30,261.5504
2100-05-31,244.48045
2100-06-30,232.8306
2100-07-31,249.65787
2100-08-31,297.408
2100-09-30,354.14157
2100-10-31,399.2366
2100-11-30,355.26822
2100-12-31,237.86783
