date,effort_catch
2030-11-30,311.87094
2030-12-31,344.444
2031-01-31,392.15366
2031-02-28,443.5655
2031-03-31,494.23303
2031-04-30,425.88724
2031-05-31,345.00876
2031-06-30,289.48648
2031-07-31,256.0084
2031-08-31,260.90955
2031-09-30,275.77527
2031-10-31,291.94928
2031-11-30,314.10388
2031-12-31,335.3684
2032-01-31,363.13025
2032-02-29,398.31702
2032-03-31,446.4896
2032-04-30,393.1446
2032-05-31,328.95184
2032-06-30,283.14175
2032-07-31,261.78445
2032-08-31,266.5514
2032-09-30,279.67206
2032-10-31,296.75668
2032-11-30,317.98172
2032-12-31,340.24875
2033-01-31,359.14035
2033-02-28,384.93805
2033-03-31,374.40775
2033-04-30,389.8024
2033-05-31,347.3247
2033-06-30,293.02863
2033-07-31,265.5952
2033-08-31,258.8656
2033-09-30,277.19888
2033-10-31,291.03506
2033-11-30,321.0287
2033-12-31,356.33096
2034-01-31,416.67328
2034-02-28,468.04367
2034-03-31,498.07986
2034-04-30,411.36984
2034-05-31,360.5591
2034-06-30,298.76608
2034-07-31,262.2853
2034-08-31,267.14075
2034-09-30,277.87485
2034-10-31,295.09787
2034-11-30,322.08096
2034-12-31,354.289
2035-01-31,410.1256
2035-02-28,450.9381
2035-03-31,486.52936
2035-04-30,388.64438
2035-05-31,337.61218
2035-06-30,298.00528
2035-07-31,265.2174
2035-08-31,260.51642
2035-09-30,275.5207
2035-10-31,290.46475
2035-11-30,309.86148
2035-12-31,330.1088
2036-01-31,361.35773
2036-02-29,401.4009
2036-03-31,447.07224
2036-04-30,427.83105
2036-05-31,371.63617
2036-06-30,303.03546
2036-07-31,264.66772
2036-08-31,260.28864
2036-09-30,276.21088
2036-10-31,290.89215
2036-11-30,318.12128
2036-12-31,347.68527
2037-01-31,392.7804
2037-02-28,441.30316
2037-03-31,473.03802
2037-04-30,409.61185
2037-05-31,330.2172
2037-06-30,280.61453
2037-07-31,262.76334
2037-08-31,260.39377
2037-09-30,274.56625
2037-10-31,287.29547
2037-11-30,310.93503
2037-12-31,332.7479
2038-01-31,355.76602
2038-02-28,365.8512
2038-03-31,407.15637
2038-04-30,404.17462
2038-05-31,356.4147
2038-06-30,293.7935
2038-07-31,261.56097
2038-08-31,264.72757
2038-09-30,272.8523
2038-10-31,293.01715
2038-11-30,311.46597
2038-12-31,336.96124
2039-01-31,357.54855
2039-02-28,391.80734
2039-03-31,396.5186
2039-04-30,385.92493
2039-05-31,325.41864
2039-06-30,284.06296
2039-07-31,261.47382
2039-08-31,262.97668
2039-09-30,276.02084
2039-10-31,288.99982
2039-11-30,308.24435
2039-12-31,334.89667
2040-01-31,388.2213
2040-02-29,418.54074
2040-03-31,409.4008
2040-04-30,374.4573
2040-05-31,333.7966
2040-06-30,273.22815
2040-07-31,255.81094
2040-08-31,262.85416
2040-09-30,273.89218
2040-10-31,291.12448
2040-11-30,315.00436
2040-12-31,335.43213
2041-01-31,372.39038
2041-02-28,403.56094
2041-03-31,434.64926
2041-04-30,409.7687
2041-05-31,350.21878
2041-06-30,291.95505
2041-07-31,262.25558
2041-08-31,260.61606
2041-09-30,271.02707
2041-10-31,282.80164
2041-11-30,308.3577
2041-12-31,327.14493
2042-01-31,344.25183
2042-02-28,355.5677
2042-03-31,380.27814
2042-04-30,326.5011
2042-05-31,291.52954
2042-06-30,273.9975
2042-07-31,264.20395
2042-08-31,263.24432
2042-09-30,277.24274
2042-10-31,290.3839
2042-11-30,307.59692
2042-12-31,326.58978
2043-01-31,348.68594
2043-02-28,370.9303
2043-03-31,370.00922
2043-04-30,366.35327
2043-05-31,329.04666
2043-06-30,281.71243
2043-07-31,257.8993
2043-08-31,261.76053
2043-09-30,275.34946
2043-10-31,289.44397
2043-11-30,307.9649
2043-12-31,330.89383
2044-01-31,349.2006
2044-02-29,385.21106
2044-03-31,412.2405
2044-04-30,364.17114
2044-05-31,311.49673
2044-06-30,279.6094
2044-07-31,266.07117
2044-08-31,269.34634
2044-09-30,285.80728
2044-10-31,298.41824
2044-11-30,315.0746
2044-12-31,335.35287
2045-01-31,339.17667
2045-02-28,364.84665
2045-03-31,400.5396
2045-04-30,382.64322
2045-05-31,343.47122
2045-06-30,291.83063
2045-07-31,261.62628
2045-08-31,261.91415
2045-09-30,264.17963
2045-10-31,284.82407
2045-11-30,313.60422
2045-12-31,344.98932
2046-01-31,388.01822
2046-02-28,461.4426
2046-03-31,433.9753
2046-04-30,406.61264
2046-05-31,338.0039
2046-06-30,281.50235
2046-07-31,258.13705
2046-08-31,262.44772
2046-09-30,272.30298
2046-10-31,285.0589
2046-11-30,306.85254
2046-12-31,333.23895
2047-01-31,388.73157
2047-02-28,447.8424
2047-03-31,467.90414
2047-04-30,440.81058
2047-05-31,391.7498
2047-06-30,292.53333
2047-07-31,253.98682
2047-08-31,251.04999
2047-09-30,263.18277
2047-10-31,279.82745
2047-11-30,300.12442
2047-12-31,332.83408
2048-01-31,377.29718
2048-02-29,412.0988
2048-03-31,409.4546
2048-04-30,363.2714
2048-05-31,324.0922
2048-06-30,269.18784
2048-07-31,252.97534
2048-08-31,259.2594
2048-09-30,276.0653
2048-10-31,293.68903
2048-11-30,317.57516
2048-12-31,347.61758
2049-01-31,369.83945
2049-02-28,400.7509
2049-03-31,439.8678
2049-04-30,415.62637
2049-05-31,336.60138
2049-06-30,289.4725
2049-07-31,269.7841
2049-08-31,266.04926
2049-09-30,283.5085
2049-10-31,291.743
2049-11-30,313.6786
2049-12-31,338.9491
2050-01-31,366.29724
2050-02-28,394.87634
2050-03-31,398.2017
2050-04-30,375.9009
2050-05-31,318.91687
2050-06-30,277.55164
2050-07-31,261.46988
2050-08-31,266.7129
2050-09-30,273.12476
2050-10-31,285.8419
2050-11-30,306.1277
2050-12-31,332.7381
2051-01-31,372.36728
2051-02-28,385.32166
2051-03-31,377.5114
2051-04-30,342.32275
2051-05-31,316.85776
2051-06-30,279.27023
2051-07-31,256.6224
2051-08-31,263.3951
2051-09-30,283.68875
2051-10-31,296.69705
2051-11-30,313.76736
2051-12-31,341.18713
2052-01-31,377.935
2052-02-29,427.18375
2052-03-31,396.38016
2052-04-30,363.14056
2052-05-31,307.98276
2052-06-30,275.2955
2052-07-31,255.63171
2052-08-31,264.44492
2052-09-30,283.90314
2052-10-31,294.62183
2052-11-30,311.44562
2052-12-31,330.54636
2053-01-31,360.40015
2053-02-28,393.81152
2053-03-31,371.1664
2053-04-30,360.58496
2053-05-31,322.58075
2053-06-30,272.12567
2053-07-31,261.65924
2053-08-31,262.79327
2053-09-30,279.97098
2053-10-31,296.4589
2053-11-30,309.40997
2053-12-31,328.12628
2054-01-31,356.07993
2054-02-28,381.69696
2054-03-31,372.36963
2054-04-30,339.7526
2054-05-31,290.82025
2054-06-30,263.04987
2054-07-31,261.01505
2054-08-31,266.47546
2054-09-30,283.84848
2054-10-31,298.1266
2054-11-30,313.77966
2054-12-31,323.70895
2055-01-31,335.81448
2055-02-28,339.67902
2055-03-31,358.90637
2055-04-30,326.4164
2055-05-31,308.32077
2055-06-30,281.77872
2055-07-31,269.1018
2055-08-31,274.01752
2055-09-30,285.93176
2055-10-31,291.65448
2055-11-30,307.77786
2055-12-31,323.12234
2056-01-31,342.95175
2056-02-29,378.39764
2056-03-31,374.71817
2056-04-30,331.3276
2056-05-31,299.15305
2056-06-30,272.5419
2056-07-31,254.62433
2056-08-31,266.24387
2056-09-30,277.21866
2056-10-31,289.3101
2056-11-30,308.3421
2056-12-31,326.95514
2057-01-31,351.02277
2057-02-28,370.2851
2057-03-31,381.6685
2057-04-30,364.92365
2057-05-31,308.32654
2057-06-30,263.6805
2057-07-31,254.26215
2057-08-31,259.71973
2057-09-30,277.53558
2057-10-31,295.5494
2057-11-30,309.8701
2057-12-31,324.73672
2058-01-31,352.1237
2058-02-28,387.7576
2058-03-31,409.78925
2058-04-30,364.1966
2058-05-31,308.30066
2058-06-30,270.45697
2058-07-31,257.2386
2058-08-31,258.93945
2058-09-30,279.856
2058-10-31,293.2438
2058-11-30,312.7678
2058-12-31,329.39813
2059-01-31,355.0242
2059-02-28,403.44217
2059-03-31,421.68658
2059-04-30,417.24606
2059-05-31,330.6192
2059-06-30,277.85016
2059-07-31,263.2389
2059-08-31,270.23535
2059-09-30,274.39157
2059-10-31,289.0482
2059-11-30,311.70166
2059-12-31,335.33444
2060-01-31,362.7431
2060-02-29,392.51285
2060-03-31,405.3381
2060-04-30,352.96994
2060-05-31,295.06332
2060-06-30,274.80325
2060-07-31,261.21426
2060-08-31,268.99167
2060-09-30,283.6608
2060-10-31,292.73157
2060-11-30,304.90564
2060-12-31,327.7608
2061-01-31,347.11337
2061-02-28,362.1573
2061-03-31,368.7151
2061-04-30,334.69296
2061-05-31,297.64337
2061-06-30,269.68625
2061-07-31,260.4185
2061-08-31,269.6086
2061-09-30,284.41827
2061-10-31,302.06146
2061-11-30,320.43637
2061-12-31,333.54916
2062-01-31,355.4532
2062-02-28,373.0489
2062-03-31,390.59518
2062-04-30,354.68262
2062-05-31,319.3339
2062-06-30,286.4663
2062-07-31,265.93256
2062-08-31,266.60922
2062-09-30,281.97107
2062-10-31,296.4992
2062-11-30,307.66925
2062-12-31,327.37247
2063-01-31,361.00925
2063-02-28,365.58984
2063-03-31,361.9903
2063-04-30,338.89963
2063-05-31,312.75137
2063-06-30,267.80695
2063-07-31,251.42975
2063-08-31,263.82758
2063-09-30,280.76178
2063-10-31,293.4228
2063-11-30,308.53864
2063-12-31,321.2825
2064-01-31,331.9976
2064-02-29,366.5678
2064-03-31,382.96423
2064-04-30,355.18726
2064-05-31,295.8579
2064-06-30,262.1425
2064-07-31,261.7957
2064-08-31,274.42245
2064-09-30,289.8549
2064-10-31,303.48425
2064-11-30,315.92828
2064-12-31,328.1362
2065-01-31,338.59564
2065-02-28,342.50052
2065-03-31,354.237
2065-04-30,338.1935
2065-05-31,302.716
2065-06-30,275.28177
2065-07-31,262.84335
2065-08-31,269.7179
2065-09-30,281.64246
2065-10-31,296.87177
2065-11-30,311.4096
2065-12-31,327.62994
2066-01-31,344.04782
2066-02-28,343.3091
2066-03-31,361.97925
2066-04-30,345.5939
2066-05-31,302.10092
2066-06-30,258.62717
2066-07-31,259.34918
2066-08-31,267.11438
2066-09-30,287.892
2066-10-31,298.1491
2066-11-30,309.6138
2066-12-31,322.61908
2067-01-31,328.99582
2067-02-28,359.35934
2067-03-31,401.6021
2067-04-30,372.234
2067-05-31,312.26837
2067-06-30,266.3442
2067-07-31,256.62195
2067-08-31,257.76266
2067-09-30,274.45584
2067-10-31,287.28677
2067-11-30,310.0879
2067-12-31,316.73764
2068-01-31,341.56253
2068-02-29,369.47253
2068-03-31,366.77298
2068-04-30,321.059
2068-05-31,284.8478
2068-06-30,257.5144
2068-07-31,257.47665
2068-08-31,265.30655
2068-09-30,281.4648
2068-10-31,295.65143
2068-11-30,309.9449
2068-12-31,321.32642
2069-01-31,331.4288
2069-02-28,348.65204
2069-03-31,363.744
2069-04-30,332.8519
2069-05-31,299.70844
2069-06-30,269.97882
2069-07-31,263.23422
2069-08-31,269.21277
2069-09-30,286.16837
2069-10-31,301.89963
2069-11-30,311.03098
2069-12-31,322.1063
2070-01-31,325.40753
2070-02-28,327.6182
2070-03-31,343.90793
2070-04-30,321.2797
2070-05-31,279.00266
2070-06-30,258.2946
2070-07-31,255.99542
2070-08-31,265.54413
2070-09-30,284.3833
2070-10-31,301.90134
2070-11-30,316.51276
2070-12-31,325.26895
2071-01-31,334.89587
2071-02-28,356.9266
2071-03-31,378.34387
2071-04-30,364.55524
2071-05-31,315.1316
2071-06-30,275.6817
2071-07-31,257.42664
2071-08-31,268.28137
2071-09-30,282.18573
2071-10-31,295.9683
2071-11-30,309.0055
2071-12-31,323.53397
2072-01-31,335.76743
2072-02-29,358.48492
2072-03-31,380.046
2072-04-30,344.71487
2072-05-31,309.4518
2072-06-30,266.48837
2072-07-31,256.90826
2072-08-31,262.41833
2072-09-30,275.4516
2072-10-31,297.11685
2072-11-30,304.5363
2072-12-31,316.7535
2073-01-31,330.031
2073-02-28,347.04858
2073-03-31,379.3528
2073-04-30,355.6999
2073-05-31,308.87518
2073-06-30,261.88657
2073-07-31,247.31699
2073-08-31,261.91928
2073-09-30,280.3868
2073-10-31,298.35446
2073-11-30,310.54623
2073-12-31,320.43353
2074-01-31,341.33154
2074-02-28,368.45142
2074-03-31,370.13388
2074-04-30,328.7735
2074-05-31,308.85226
2074-06-30,272.1277
2074-07-31,250.31561
2074-08-31,261.1405
2074-09-30,279.6494
2074-10-31,293.55508
2074-11-30,308.05835
2074-12-31,322.12436
2075-01-31,334.8717
2075-02-28,366.78677
2075-03-31,383.27075
2075-04-30,364.66833
2075-05-31,301.78088
2075-06-30,267.06964
2075-07-31,259.5057
2075-08-31,266.52515
2075-09-30,279.77383
2075-10-31,293.1118
2075-11-30,306.29828
2075-12-31,324.0783
2076-01-31,337.04395
2076-02-29,361.8432
2076-03-31,380.95435
2076-04-30,351.3316
2076-05-31,301.37973
2076-06-30,262.62085
2076-07-31,254.0657
2076-08-31,264.77707
2076-09-30,274.71545
2076-10-31,296.09827
2076-11-30,305.384
2076-12-31,315.2528
2077-01-31,328.1466
2077-02-28,346.42615
2077-03-31,373.42084
2077-04-30,358.61646
2077-05-31,280.57544
2077-06-30,261.818
2077-07-31,251.71173
2077-08-31,258.21298
2077-09-30,279.00403
2077-10-31,292.73962
2077-11-30,302.64444
2077-12-31,317.01505
2078-01-31,328.01276
2078-02-28,339.78427
2078-03-31,341.84317
2078-04-30,316.014
2078-05-31,275.648
2078-06-30,255.78235
2078-07-31,254.08148
2078-08-31,272.3274
2078-09-30,285.2829
2078-10-31,301.89462
2078-11-30,314.62903
2078-12-31,325.29294
2079-01-31,321.92072
2079-02-28,337.1961
2079-03-31,352.3741
2079-04-30,335.47693
2079-05-31,293.53818
2079-06-30,259.1083
2079-07-31,250.34497
2079-08-31,261.86838
2079-09-30,279.4244
2079-10-31,290.9072
2079-11-30,303.2683
2079-12-31,318.96954
2080-01-31,331.17996
2080-02-29,348.04764
2080-03-31,359.6463
2080-04-30,333.4026
2080-05-31,300.79816
2080-06-30,263.4575
2080-07-31,248.26785
2080-08-31,257.68597
2080-09-30,278.12115
2080-10-31,291.71796
2080-11-30,305.82535
2080-12-31,317.74033
2081-01-31,323.02768
2081-02-28,325.57126
2081-03-31,320.01184
2081-04-30,309.97134
2081-05-31,284.5718
2081-06-30,257.55933
2081-07-31,254.33371
2081-08-31,266.80405
2081-09-30,284.5299
2081-10-31,304.6643
2081-11-30,312.28976
2081-12-31,318.82693
2082-01-31,331.0712
2082-02-28,340.59204
2082-03-31,351.12622
2082-04-30,339.48947
2082-05-31,297.4958
2082-06-30,263.9878
2082-07-31,263.38892
2082-08-31,270.48566
2082-09-30,285.1142
2082-10-31,299.06598
2082-11-30,311.31403
2082-12-31,319.38394
2083-01-31,324.95425
2083-02-28,347.74396
2083-03-31,339.39963
2083-04-30,321.88052
2083-05-31,297.18317
2083-06-30,259.41632
2083-07-31,255.01337
2083-08-31,257.7974
2083-09-30,279.44565
2083-10-31,296.9221
2083-11-30,306.93875
2083-12-31,316.75003
2084-01-31,318.3517
2084-02-29,322.41302
2084-03-31,351.00098
2084-04-30,336.98123
2084-05-31,299.038
2084-06-30,261.35904
2084-07-31,250.99756
2084-08-31,264.08588
2084-09-30,281.38242
2084-10-31,296.84525
2084-11-30,305.04678
2084-12-31,316.62405
2085-01-31,319.9964
2085-02-28,323.33612
2085-03-31,325.4563
2085-04-30,305.36655
2085-05-31,273.04553
2085-06-30,259.7382
2085-07-31,251.97812
2085-08-31,265.34628
2085-09-30,284.10632
2085-10-31,302.2441
2085-11-30,310.54715
2085-12-31,317.27322
2086-01-31,323.51523
2086-02-28,338.862
2086-03-31,335.63745
2086-04-30,316.5899
2086-05-31,287.2657
2086-06-30,258.47574
2086-07-31,253.29944
2086-08-31,270.13654
2086-09-30,286.32678
2086-10-31,301.3516
2086-11-30,313.96613
2086-12-31,312.2635
2087-01-31,313.96927
2087-02-28,322.85062
2087-03-31,331.2061
2087-04-30,283.1625
2087-05-31,262.83292
2087-06-30,250.27206
2087-07-31,250.75864
2087-08-31,264.5901
2087-09-30,281.592
2087-10-31,297.41144
2087-11-30,305.19815
2087-12-31,312.79895
2088-01-31,311.57492
2088-02-29,318.52332
2088-03-31,318.5893
2088-04-30,296.1637
2088-05-31,261.95828
2088-06-30,254.13406
2088-07-31,253.95517
2088-08-31,267.93015
2088-09-30,285.99747
2088-10-31,299.88443
2088-11-30,306.62042
2088-12-31,313.65445
2089-01-31,319.24274
2089-02-28,339.64325
2089-03-31,382.8025
2089-04-30,340.40292
2089-05-31,283.6365
2089-06-30,261.76746
2089-07-31,255.19275
2089-08-31,272.44122
2089-09-30,290.34952
2089-10-31,305.39417
2089-11-30,315.50134
2089-12-31,318.24158
2090-01-31,326.50882
2090-02-28,318.545
2090-03-31,348.65643
2090-04-30,318.1819
2090-05-31,289.128
2090-06-30,266.2089
2090-07-31,263.8842
2090-08-31,273.64066
2090-09-30,289.2743
2090-10-31,303.0551
2090-11-30,315.48694
2090-12-31,315.66672
2091-01-31,318.38123
2091-02-28,309.81497
2091-03-31,319.44467
2091-04-30,313.52325
2091-05-31,283.0335
2091-06-30,256.55112
2091-07-31,260.00012
2091-08-31,274.90298
2091-09-30,290.1023
2091-10-31,304.87558
2091-11-30,317.04895
2091-12-31,324.94806
2092-01-31,325.1952
2092-02-29,322.62497
2092-03-31,337.77527
2092-04-30,310.07053
2092-05-31,276.33368
2092-06-30,257.7111
2092-07-31,253.70975
2092-08-31,268.65082
2092-09-30,287.02634
2092-10-31,301.92877
2092-11-30,309.06088
2092-12-31,317.8202
2093-01-31,320.01535
2093-02-28,332.51315
2093-03-31,347.23782
2093-04-30,311.11832
2093-05-31,283.35355
2093-06-30,262.43295
2093-07-31,262.55234
2093-08-31,274.10382
2093-09-30,287.3168
2093-10-31,300.2555
2093-11-30,310.0409
2093-12-31,320.04022
2094-01-31,323.58948
2094-02-28,338.65424
2094-03-31,369.7266
2094-04-30,326.95956
2094-05-31,293.31506
2094-06-30,257.89252
2094-07-31,251.13303
2094-08-31,266.41556
2094-09-30,283.43112
2094-10-31,300.70343
2094-11-30,311.44434
2094-12-31,317.87918
2095-01-31,314.82614
2095-02-28,317.21915
2095-03-31,330.18433
2095-04-30,300.23227
2095-05-31,286.35693
2095-06-30,253.58072
2095-07-31,252.34442
2095-08-31,275.08243
2095-09-30,284.38934
2095-10-31,303.0046
2095-11-30,309.2482
2095-12-31,319.23428
2096-01-31,322.0434
2096-02-29,345.7989
2096-03-31,335.01453
2096-04-30,305.93945
2096-05-31,275.4566
2096-06-30,258.1503
2096-07-31,266.38766
2096-08-31,274.3384
2096-09-30,283.1287
2096-10-31,303.54214
2096-11-30,310.10422
2096-12-31,319.3972
2097-01-31,322.31763
2097-02-28,311.38782
2097-03-31,326.98572
2097-04-30,308.6757
2097-05-31,278.25705
2097-06-30,256.28622
2097-07-31,258.2417
2097-08-31,268.79443
2097-09-30,281.23404
2097-10-31,299.14993
2097-11-30,310.9506
2097-12-31,307.93564
2098-01-31,311.99936
2098-02-28,310.1341
2098-03-31,314.81992
2098-04-30,287.97586
2098-05-31,264.19385
2098-06-30,255.66867
2098-07-31,256.2982
2098-08-31,274.5453
2098-09-30,289.1941
2098-10-31,305.13528
2098-11-30,311.51047
2098-12-31,313.94907
2099-01-31,316.0089
2099-02-28,346.29538
2099-03-31,385.7058
2099-04-30,348.8034
2099-05-31,291.41534
2099-06-30,257.97433
2099-07-31,255.65552
2099-08-31,267.36615
2099-09-30,286.11008
2099-10-31,303.22485
2099-11-30,314.8204
2099-12-31,317.50595
2100-01-31,312.8051
2100-02-28,312.12268
2100-03-31,316.90924
2100-04-30,304.9372
2100-05-31,266.51404
2100-06-30,249.387
2100-07-31,256.62564
2100-08-31,273.57318
2100-09-30,288.51306
2100-10-31,302.93295
2100-11-30,315.2225
2100-12-31,316.02344
